model,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand,car_age
 GLC Class,10.203555107263542,Semi-Auto,10.420643099996989,Diesel,145.0,56.5,2.1,Mercedes-Benz,1.6094379124341003
 C Class,9.82547195555139,Semi-Auto,10.32518683708304,Hybrid,95.0,86.35,2.0,Mercedes-Benz,1.791759469228055
 C Class,9.61573881119536,Semi-Auto,11.108454862177677,Hybrid,95.0,78.5,2.1,Mercedes-Benz,1.791759469228055
 B Class,9.567944883732848,Manual,9.421411342056123,Diesel,150.0,68.9,1.5,Mercedes-Benz,1.6094379124341003
 C Class,9.680281499268713,Manual,10.092577816525454,Diesel,95.0,65.7,1.6,Mercedes-Benz,1.6094379124341003
 CLS Class,9.433563920090563,Automatic,10.869957958953366,Diesel,175.0,46.3,3.0,Mercedes-Benz,2.1972245773362196
 GLA Class,9.614538010517382,Automatic,10.056937987248993,Diesel,145.0,55.4,2.1,Mercedes-Benz,2.0794415416798357
 SL CLASS,9.877708099548641,Manual,9.960529292903326,Petrol,145.0,48.7,1.6,Mercedes-Benz,1.6094379124341003
 C Class,9.581283046045924,Semi-Auto,10.856438028772885,Diesel,95.0,64.2,2.1,Mercedes-Benz,1.9459101490553132
 A Class,9.641538201979953,Semi-Auto,10.043292972227004,Diesel,95.0,64.2,2.1,Mercedes-Benz,1.9459101490553132
 GLS Class,10.515356887954205,Automatic,8.736328721332908,Diesel,145.0,30.4,3.0,Mercedes-Benz,1.0986122886681098
 B Class,9.89298256789098,Semi-Auto,9.519441411801264,Petrol,145.0,45.6,1.3,Mercedes-Benz,1.0986122886681098
 GLE Class,10.14608072767165,Semi-Auto,10.083138880774204,Diesel,175.0,47.9,2.1,Mercedes-Benz,1.791759469228055
 GLC Class,10.32518683708304,Semi-Auto,9.028938392241612,Diesel,150.0,42.2,2.1,Mercedes-Benz,1.0986122886681098
 GLA Class,9.575052927597383,Semi-Auto,10.977004230754469,Diesel,150.0,55.4,2.1,Mercedes-Benz,2.0794415416798357
 E Class,9.60177416667137,Semi-Auto,10.130662964963708,Diesel,125.0,57.7,2.1,Mercedes-Benz,1.9459101490553132
 GLA Class,9.77571099759397,Automatic,10.420523850078832,Diesel,125.0,56.5,2.1,Mercedes-Benz,1.791759469228055
 C Class,10.419032025002059,Semi-Auto,7.80016307039296,Diesel,145.0,55.4,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.161650696951378,Manual,7.313220387090301,Petrol,145.0,47.1,1.3,Mercedes-Benz,0.6931471805599453
 C Class,10.124669180536797,Semi-Auto,9.777697546477828,Diesel,95.0,67.3,2.1,Mercedes-Benz,1.791759469228055
 A Class,10.064372648053766,Manual,8.214194414852564,Petrol,145.0,47.1,1.3,Mercedes-Benz,1.0986122886681098
 A Class,10.06266841688844,Automatic,8.166784289056151,Diesel,145.0,67.3,1.5,Mercedes-Benz,1.0986122886681098
 CLS Class,9.966039727193092,Semi-Auto,10.564550494623223,Diesel,125.0,57.7,2.1,Mercedes-Benz,1.6094379124341003
 A Class,9.57851889529833,Manual,10.508349818228501,Petrol,145.0,51.4,1.6,Mercedes-Benz,1.3862943611198906
 C Class,9.615205300012315,Semi-Auto,10.959540226785442,Diesel,125.0,60.1,2.1,Mercedes-Benz,2.0794415416798357
 A Class,9.846440897156853,Semi-Auto,9.94299668563084,Diesel,145.0,68.9,2.1,Mercedes-Benz,1.6094379124341003
 E Class,10.373209892223665,Automatic,9.158099260130491,Diesel,145.0,70.6,2.0,Mercedes-Benz,1.3862943611198906
 A Class,10.161650696951378,Semi-Auto,7.313220387090301,Petrol,145.0,53.3,1.3,Mercedes-Benz,0.6931471805599453
 E Class,10.515356887954205,Semi-Auto,7.313220387090301,Diesel,145.0,57.7,2.0,Mercedes-Benz,0.6931471805599453
 GLA Class,10.221613957361983,Semi-Auto,7.313220387090301,Petrol,145.0,35.8,1.6,Mercedes-Benz,0.6931471805599453
 A Class,10.165505603232393,Semi-Auto,7.313220387090301,Diesel,145.0,56.5,2.0,Mercedes-Benz,0.6931471805599453
 A Class,10.14608072767165,Manual,7.313220387090301,Petrol,145.0,44.1,1.3,Mercedes-Benz,0.6931471805599453
 E Class,10.515356887954205,Semi-Auto,7.313220387090301,Diesel,145.0,70.6,2.0,Mercedes-Benz,0.6931471805599453
 B Class,10.085434038999999,Semi-Auto,7.313220387090301,Diesel,145.0,55.4,2.0,Mercedes-Benz,0.6931471805599453
 E Class,10.515356887954205,Semi-Auto,7.313220387090301,Diesel,145.0,42.8,2.0,Mercedes-Benz,0.6931471805599453
 GLB Class,10.491024186183038,Semi-Auto,7.313220387090301,Diesel,145.0,47.9,2.0,Mercedes-Benz,0.6931471805599453
 C Class,10.256992477269039,Semi-Auto,7.6004023345004,Diesel,145.0,54.3,1.6,Mercedes-Benz,1.0986122886681098
 V Class,10.515356887954205,Semi-Auto,7.6004023345004,Diesel,145.0,37.7,2.0,Mercedes-Benz,1.0986122886681098
 GLE Class,10.12667110305036,Semi-Auto,10.613737640995735,Diesel,175.0,47.9,2.1,Mercedes-Benz,1.791759469228055
 GLC Class,10.373522431293592,Semi-Auto,8.347590407030058,Diesel,145.0,44.8,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.184182773688342,Semi-Auto,7.6004023345004,Petrol,145.0,28.5,2.0,Mercedes-Benz,1.0986122886681098
 C Class,10.256992477269039,Semi-Auto,7.6004023345004,Petrol,145.0,46.3,1.5,Mercedes-Benz,1.0986122886681098
 C Class,10.291501267030537,Semi-Auto,7.6004023345004,Petrol,145.0,47.1,1.5,Mercedes-Benz,1.0986122886681098
 B Class,10.063946862472948,Semi-Auto,7.6004023345004,Diesel,145.0,55.4,2.0,Mercedes-Benz,1.0986122886681098
 C Class,10.515356887954205,Semi-Auto,8.412943170042439,Petrol,145.0,30.4,3.0,Mercedes-Benz,1.0986122886681098
 A Class,10.161650696951378,Automatic,7.958227192322312,Petrol,145.0,47.9,1.3,Mercedes-Benz,1.0986122886681098
 C Class,10.37007911730487,Automatic,7.313220387090301,Petrol,145.0,44.1,2.0,Mercedes-Benz,1.0986122886681098
 C Class,10.305312710723697,Automatic,7.313220387090301,Diesel,145.0,54.3,1.6,Mercedes-Benz,1.0986122886681098
 GLC Class,10.38871840689063,Automatic,7.313220387090301,Diesel,145.0,44.8,2.0,Mercedes-Benz,1.0986122886681098
 GLC Class,10.515356887954205,Automatic,7.313220387090301,Diesel,145.0,40.9,2.0,Mercedes-Benz,1.0986122886681098
 GLC Class,10.448453699421849,Automatic,8.300528606199737,Diesel,145.0,44.8,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.515356887954205,Semi-Auto,7.313220387090301,Petrol,145.0,32.8,2.0,Mercedes-Benz,0.6931471805599453
 B Class,10.042858113983936,Semi-Auto,7.313220387090301,Diesel,145.0,55.4,2.0,Mercedes-Benz,0.6931471805599453
 A Class,10.042858113983936,Manual,7.661997558901893,Petrol,145.0,28.5,1.3,Mercedes-Benz,0.6931471805599453
 GLC Class,10.515356887954205,Semi-Auto,7.731053144007127,Petrol,145.0,27.7,3.0,Mercedes-Benz,1.0986122886681098
 GLE Class,10.515356887954205,Automatic,7.302496423727326,Diesel,145.0,36.7,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.15389601499835,Automatic,7.313220387090301,Diesel,145.0,67.3,1.5,Mercedes-Benz,1.0986122886681098
 GLA Class,10.203258756085228,Automatic,7.438971592395862,Petrol,145.0,35.8,1.6,Mercedes-Benz,1.0986122886681098
 A Class,10.122261571332395,Automatic,7.273092595999522,Diesel,145.0,56.5,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.161650696951378,Automatic,7.4133673356952405,Petrol,145.0,53.3,1.3,Mercedes-Benz,1.0986122886681098
 GLA Class,10.042858113983936,Automatic,7.4073177104694174,Petrol,145.0,44.8,1.6,Mercedes-Benz,1.0986122886681098
 GLA Class,10.085434038999999,Automatic,7.53689712956617,Petrol,145.0,37.2,1.6,Mercedes-Benz,1.0986122886681098
 A Class,10.257343526911063,Automatic,8.530109416682784,Diesel,145.0,56.5,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.257343526911063,Automatic,7.59488438721652,Diesel,145.0,56.5,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.161650696951378,Automatic,7.313220387090301,Diesel,145.0,62.8,1.5,Mercedes-Benz,1.0986122886681098
 GLA Class,10.203258756085228,Semi-Auto,7.313220387090301,Petrol,145.0,35.8,1.6,Mercedes-Benz,0.6931471805599453
 C Class,9.927741044336832,Semi-Auto,9.373648989588206,Petrol,150.0,49.6,2.0,Mercedes-Benz,1.3862943611198906
 CLS Class,9.975389521825207,Semi-Auto,10.288511829739507,Diesel,165.0,51.4,3.0,Mercedes-Benz,1.791759469228055
 C Class,9.851720461714246,Semi-Auto,10.643899925563188,Diesel,95.0,64.2,2.1,Mercedes-Benz,1.6094379124341003
 C Class,10.106060982105628,Semi-Auto,8.740016691519521,Diesel,150.0,64.2,2.0,Mercedes-Benz,1.0986122886681098
 C Class,9.951849053414007,Semi-Auto,9.595942850988095,Petrol,150.0,49.6,2.0,Mercedes-Benz,1.791759469228055
 GLE Class,10.38871840689063,Semi-Auto,10.500756892202675,Diesel,175.0,39.2,3.0,Mercedes-Benz,1.791759469228055
 GLA Class,10.08125709796202,Semi-Auto,10.207584166256003,Petrol,150.0,42.8,2.0,Mercedes-Benz,1.6094379124341003
 B Class,9.103979355984773,Semi-Auto,10.8308171315255,Diesel,95.0,64.2,1.5,Mercedes-Benz,2.0794415416798357
 GLC Class,10.38871840689063,Semi-Auto,8.3670677328386,Diesel,150.0,44.8,2.0,Mercedes-Benz,1.0986122886681098
 SL CLASS,9.877708099548641,Semi-Auto,9.561841957140917,Diesel,95.0,70.6,2.1,Mercedes-Benz,1.791759469228055
 E Class,10.085434038999999,Semi-Auto,10.158129770909708,Diesel,145.0,61.4,2.0,Mercedes-Benz,1.3862943611198906
 C Class,9.509778075438817,Semi-Auto,11.133464304398764,Diesel,95.0,64.2,2.1,Mercedes-Benz,2.0794415416798357
 A Class,9.922799863568502,Semi-Auto,8.19671240721307,Petrol,145.0,53.3,1.3,Mercedes-Benz,1.0986122886681098
 GLE Class,10.515356887954205,Semi-Auto,9.495519314209846,Petrol,145.0,30.1,3.0,Mercedes-Benz,1.3862943611198906
 A Class,9.615205300012315,Manual,10.583397506314054,Diesel,95.0,62.8,2.1,Mercedes-Benz,1.791759469228055
 A Class,9.792053072089823,Semi-Auto,10.218480757480217,Diesel,95.0,74.3,1.5,Mercedes-Benz,1.791759469228055
 A Class,10.085434038999999,Automatic,7.964155718840937,Petrol,145.0,53.3,1.3,Mercedes-Benz,1.0986122886681098
 A Class,9.975389521825207,Semi-Auto,7.907651594711089,Petrol,145.0,53.3,1.3,Mercedes-Benz,1.0986122886681098
 C Class,10.064372648053766,Semi-Auto,9.604677122296504,Diesel,145.0,61.4,2.0,Mercedes-Benz,1.0986122886681098
 C Class,9.951849053414007,Semi-Auto,10.32377558953593,Diesel,150.0,61.4,2.1,Mercedes-Benz,1.6094379124341003
 B Class,10.126271039034782,Semi-Auto,2.995732273553991,Diesel,145.0,55.4,2.0,Mercedes-Benz,0.6931471805599453
 A Class,10.239638308916676,Semi-Auto,2.995732273553991,Petrol,145.0,28.5,1.3,Mercedes-Benz,0.6931471805599453
 A Class,10.239638308916676,Semi-Auto,7.313220387090301,Petrol,145.0,28.5,1.3,Mercedes-Benz,0.6931471805599453
 A Class,10.165505603232393,Manual,7.313220387090301,Petrol,145.0,47.1,1.3,Mercedes-Benz,0.6931471805599453
 A Class,10.161650696951378,Manual,2.995732273553991,Petrol,145.0,47.1,1.3,Mercedes-Benz,0.6931471805599453
 GLA Class,9.927741044336832,Semi-Auto,10.187951953831922,Diesel,145.0,56.5,2.1,Mercedes-Benz,1.6094379124341003
 SL CLASS,9.927741044336832,Semi-Auto,9.50933323557383,Diesel,145.0,70.6,2.1,Mercedes-Benz,1.6094379124341003
 C Class,9.209439966733019,Semi-Auto,10.641655898743593,Diesel,145.0,56.5,2.1,Mercedes-Benz,2.1972245773362196
 E Class,10.199546937117361,Semi-Auto,8.766705997750515,Diesel,145.0,61.4,2.0,Mercedes-Benz,1.0986122886681098
 E Class,10.122261571332395,Semi-Auto,10.033901591258061,Diesel,95.0,61.4,2.0,Mercedes-Benz,1.6094379124341003
 C Class,10.091335477455614,Semi-Auto,9.440419814291506,Diesel,145.0,58.9,2.1,Mercedes-Benz,1.6094379124341003
 E Class,10.515356887954205,Automatic,4.624972813284271,Diesel,145.0,47.1,3.0,Mercedes-Benz,1.0986122886681098
 E Class,10.515356887954205,Automatic,6.913737350659685,Petrol,145.0,32.5,3.0,Mercedes-Benz,1.0986122886681098
 E Class,10.515356887954205,Automatic,8.966994113344454,Diesel,145.0,70.6,2.0,Mercedes-Benz,1.0986122886681098
 GLE Class,10.515356887954205,Semi-Auto,8.62245370207373,Diesel,145.0,32.5,3.0,Mercedes-Benz,1.0986122886681098
 GLC Class,10.515356887954205,Automatic,8.469472455204826,Petrol,145.0,31.7,2.0,Mercedes-Benz,1.0986122886681098
 V Class,10.515356887954205,Automatic,4.382026634673881,Diesel,145.0,45.6,2.2,Mercedes-Benz,1.0986122886681098
 GLE Class,10.515356887954205,Automatic,7.9294865233142895,Diesel,145.0,32.8,3.0,Mercedes-Benz,1.0986122886681098
 C Class,10.515356887954205,Automatic,8.160232492367689,Diesel,145.0,64.2,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.308685958415747,Automatic,8.19118600464279,Petrol,145.0,53.3,1.3,Mercedes-Benz,1.0986122886681098
 C Class,9.209439966733019,Semi-Auto,10.6416797978892,Diesel,145.0,56.5,2.1,Mercedes-Benz,2.1972245773362196
 GLC Class,10.064372648053766,Semi-Auto,10.422965635581258,Diesel,125.0,56.5,2.1,Mercedes-Benz,1.791759469228055
 C Class,9.825039406206987,Semi-Auto,10.745722618580869,Diesel,150.0,61.4,2.1,Mercedes-Benz,1.6094379124341003
 A Class,9.88791695754517,Semi-Auto,9.909718102286764,Diesel,95.0,67.3,2.1,Mercedes-Benz,1.6094379124341003
 GLA Class,9.927741044336832,Semi-Auto,10.37195875822042,Diesel,145.0,56.5,2.1,Mercedes-Benz,1.6094379124341003
 GLC Class,10.253827472516985,Semi-Auto,9.255887186932153,Diesel,145.0,56.5,2.1,Mercedes-Benz,1.3862943611198906
 A Class,10.239638308916676,Semi-Auto,7.313220387090301,Petrol,145.0,53.3,1.3,Mercedes-Benz,0.6931471805599453
 A Class,10.203258756085228,Manual,7.313220387090301,Petrol,145.0,47.1,1.3,Mercedes-Benz,0.6931471805599453
 SL CLASS,9.835797403566177,Semi-Auto,10.003920949857399,Diesel,95.0,70.6,2.1,Mercedes-Benz,1.791759469228055
 E Class,9.43276366396591,Semi-Auto,11.152579505377,Diesel,125.0,57.7,2.1,Mercedes-Benz,2.1972245773362196
 A Class,9.89802264710506,Semi-Auto,9.524713059681009,Petrol,150.0,53.3,1.3,Mercedes-Benz,1.3862943611198906
 E Class,10.461702359555922,Automatic,8.529714471969909,Diesel,145.0,42.8,2.0,Mercedes-Benz,1.0986122886681098
 CLS Class,10.515356887954205,Automatic,7.468513271496337,Diesel,145.0,45.6,2.0,Mercedes-Benz,1.0986122886681098
 E Class,10.515356887954205,Automatic,7.302496423727326,Petrol,145.0,32.5,3.0,Mercedes-Benz,1.0986122886681098
 SL CLASS,10.403990075979044,Automatic,7.45298232946546,Petrol,145.0,47.1,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.019090435608215,Automatic,8.535229553902337,Diesel,145.0,65.7,1.5,Mercedes-Benz,1.0986122886681098
 A Class,10.126271039034782,Automatic,7.942717540573791,Diesel,145.0,56.5,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.161650696951378,Automatic,8.000349495324684,Diesel,145.0,56.5,2.0,Mercedes-Benz,1.0986122886681098
 C Class,9.767152232578871,Semi-Auto,9.993145424466663,Diesel,95.0,64.2,1.6,Mercedes-Benz,1.791759469228055
 A Class,9.639001037687535,Manual,10.230810922760002,Diesel,95.0,62.8,2.1,Mercedes-Benz,1.791759469228055
 C Class,9.28266103355581,Manual,11.152579505377,Diesel,95.0,65.7,2.1,Mercedes-Benz,1.791759469228055
 CL Class,9.615805480084347,Manual,10.570983536210546,Diesel,95.0,64.2,2.1,Mercedes-Benz,2.0794415416798357
 C Class,9.546812608597396,Manual,10.655092302667642,Diesel,95.0,68.9,2.1,Mercedes-Benz,1.9459101490553132
 GLA Class,9.741027444837728,Semi-Auto,10.968215530759236,Diesel,125.0,55.4,2.1,Mercedes-Benz,1.9459101490553132
 C Class,9.740968623038354,Semi-Auto,10.422102758576948,Diesel,95.0,64.2,2.1,Mercedes-Benz,2.0794415416798357
 C Class,9.84161214881804,Semi-Auto,10.542468895852291,Diesel,95.0,64.2,2.1,Mercedes-Benz,1.9459101490553132
 GLE Class,10.186822690744211,Automatic,10.335756863396343,Diesel,175.0,42.8,3.0,Mercedes-Benz,1.791759469228055
 C Class,10.19432713480299,Automatic,7.860185057472165,Petrol,145.0,44.1,1.5,Mercedes-Benz,1.0986122886681098
 B Class,10.041421738625441,Automatic,9.519955154427514,Petrol,145.0,45.6,1.3,Mercedes-Benz,1.0986122886681098
 B Class,10.054318442238712,Automatic,9.116688815894728,Petrol,145.0,45.6,1.3,Mercedes-Benz,1.0986122886681098
 B Class,10.018644921923576,Automatic,9.53575166123797,Petrol,145.0,45.6,1.3,Mercedes-Benz,1.0986122886681098
 C Class,10.290483144360632,Automatic,8.892336539638013,Diesel,145.0,61.4,2.0,Mercedes-Benz,1.0986122886681098
 E Class,10.20466564265568,Automatic,8.55256033525353,Diesel,145.0,67.3,2.0,Mercedes-Benz,1.0986122886681098
 C Class,9.352360631996612,Manual,11.028968945306259,Petrol,125.0,53.3,2.0,Mercedes-Benz,1.791759469228055
 A Class,9.877708099548641,Semi-Auto,9.223454011121566,Diesel,145.0,68.9,1.5,Mercedes-Benz,1.3862943611198906
 C Class,10.054275441658197,Automatic,9.441928170073055,Diesel,145.0,61.4,2.0,Mercedes-Benz,1.0986122886681098
 X-CLASS,10.203443985863297,Automatic,6.2166061010848646,Diesel,175.0,35.8,2.3,Mercedes-Benz,1.0986122886681098
 X-CLASS,10.064585472878456,Automatic,6.2166061010848646,Diesel,175.0,35.8,2.3,Mercedes-Benz,1.0986122886681098
 A Class,9.305559638557117,Manual,10.8081104795426,Diesel,95.0,64.2,2.1,Mercedes-Benz,2.0794415416798357
 C Class,10.021226142760383,Semi-Auto,8.268988209506656,Diesel,145.0,60.1,2.1,Mercedes-Benz,1.3862943611198906
 A Class,9.769899015421748,Manual,9.176162920174596,Diesel,95.0,62.8,2.1,Mercedes-Benz,1.6094379124341003
 V Class,9.928131383448887,Manual,9.93532530938488,Diesel,145.0,46.3,2.1,Mercedes-Benz,1.3862943611198906
 SL CLASS,9.781263419790754,Semi-Auto,10.5921496903114,Diesel,95.0,70.6,2.1,Mercedes-Benz,1.791759469228055
 GLA Class,9.467460138845324,Semi-Auto,10.746906470974373,Diesel,150.0,64.2,2.1,Mercedes-Benz,1.3862943611198906
 E Class,10.109769746774926,Semi-Auto,9.198571388376184,Diesel,145.0,72.4,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.058609189403429,Semi-Auto,8.448914350662942,Petrol,145.0,53.3,1.3,Mercedes-Benz,1.3862943611198906
 E Class,10.008568028986636,Automatic,10.232719354644704,Diesel,145.0,61.4,2.0,Mercedes-Benz,1.6094379124341003
 E Class,10.009018053745592,Automatic,10.176220948190334,Diesel,145.0,61.4,2.0,Mercedes-Benz,1.6094379124341003
 E Class,9.77854771798028,Semi-Auto,10.849201155083453,Diesel,95.0,72.4,2.0,Mercedes-Benz,1.791759469228055
 A Class,10.026854966486413,Automatic,8.724857555881988,Petrol,145.0,53.3,1.3,Mercedes-Benz,1.0986122886681098
 E Class,9.828278974938373,Automatic,10.632460266065506,Diesel,95.0,65.7,2.0,Mercedes-Benz,1.791759469228055
 A Class,9.731274729890462,Manual,10.141086124819923,Diesel,145.0,62.8,2.1,Mercedes-Benz,1.6094379124341003
 A Class,9.875653761606692,Semi-Auto,9.91699590256092,Diesel,145.0,68.9,2.1,Mercedes-Benz,1.6094379124341003
 A Class,9.97375960552146,Semi-Auto,9.505692950732183,Petrol,145.0,52.3,1.6,Mercedes-Benz,1.3862943611198906
 C Class,10.076684270997523,Semi-Auto,10.131101098521789,Petrol,145.0,47.1,2.0,Mercedes-Benz,1.3862943611198906
 C Class,10.23012588009832,Automatic,9.475623449484484,Diesel,145.0,57.7,2.0,Mercedes-Benz,1.3862943611198906
 A Class,9.927741044336832,Semi-Auto,8.410498452745275,Diesel,145.0,68.9,1.5,Mercedes-Benz,1.0986122886681098
 C Class,10.25118229489408,Semi-Auto,9.21463115339334,Diesel,145.0,56.5,2.0,Mercedes-Benz,1.0986122886681098
 GLC Class,10.327741702540875,Automatic,9.122710622015209,Diesel,145.0,56.5,2.1,Mercedes-Benz,1.3862943611198906
 GLC Class,10.31559720336296,Automatic,9.586376669393536,Petrol,145.0,43.5,2.0,Mercedes-Benz,1.0986122886681098
 GLC Class,10.383008250473704,Semi-Auto,8.622273667866745,Diesel,145.0,42.2,2.1,Mercedes-Benz,1.0986122886681098
 C Class,10.138203880202953,Automatic,10.055135102145268,Petrol,160.0,44.1,2.0,Mercedes-Benz,1.791759469228055
 C Class,10.061174828371723,Semi-Auto,8.847359875474174,Diesel,95.0,64.2,2.1,Mercedes-Benz,1.6094379124341003
 GLC Class,10.349646646971848,Semi-Auto,9.502114062331216,Diesel,145.0,56.5,2.1,Mercedes-Benz,1.0986122886681098
 C Class,10.06266841688844,Automatic,9.809176873064887,Diesel,125.0,61.4,2.1,Mercedes-Benz,1.6094379124341003
 C Class,10.515356887954205,Automatic,9.704243616546224,Petrol,175.0,31.7,3.2,Mercedes-Benz,1.6094379124341003
 A Class,10.088555334998109,Semi-Auto,9.061376218836225,Petrol,145.0,53.3,1.3,Mercedes-Benz,1.0986122886681098
 CLS Class,10.515356887954205,Automatic,4.68213122712422,Diesel,145.0,47.9,2.9,Mercedes-Benz,1.0986122886681098
 E Class,10.058566372936209,Automatic,9.435721418230584,Diesel,145.0,61.4,2.0,Mercedes-Benz,1.3862943611198906
 GLE Class,10.515356887954205,Semi-Auto,7.527255919373784,Diesel,145.0,36.7,2.0,Mercedes-Benz,1.0986122886681098
 A Class,9.73996812270477,Semi-Auto,9.971286378100563,Petrol,145.0,52.3,1.6,Mercedes-Benz,1.3862943611198906
 GLE Class,10.515356887954205,Semi-Auto,7.6838639802564295,Diesel,145.0,36.7,2.0,Mercedes-Benz,1.0986122886681098
 A Class,10.104917050943584,Semi-Auto,8.486115235845377,Petrol,145.0,53.3,1.3,Mercedes-Benz,1.0986122886681098
 A Class,10.112653875919479,Semi-Auto,8.125039097367745,Petrol,145.0,53.3,1.3,Mercedes-Benz,1.0986122886681098
 GLC Class,10.327545406001606,Automatic,9.713476507257793,Diesel,145.0,56.5,2.1,Mercedes-Benz,1.0986122886681098
 GLC Class,10.515356887954205,Semi-Auto,7.824845691026856,Petrol,145.0,26.4,3.0,Mercedes-Benz,1.0986122886681098
 GLB Class,10.515356887954205,Semi-Auto,8.007034012193408,Diesel,145.0,44.8,2.0,Mercedes-Benz,0.6931471805599453
 GLA Class,9.796792813865165,Semi-Auto,10.87153547118312,Diesel,125.0,56.6,2.1,Mercedes-Benz,1.6094379124341003
 C Class,9.87513951702064,Semi-Auto,10.28909003154804,Hybrid,95.0,86.35,2.0,Mercedes-Benz,1.791759469228055
 GLC Class,10.515356887954205,Semi-Auto,8.753213480544126,Diesel,145.0,40.9,2.0,Mercedes-Benz,1.0986122886681098
 C Class,9.900783900961812,Semi-Auto,9.706620724300137,Diesel,145.0,64.2,1.6,Mercedes-Benz,1.6094379124341003
 A Class,9.706620724300137,Semi-Auto,10.49609590771746,Diesel,95.0,67.3,2.1,Mercedes-Benz,1.791759469228055
 GLE Class,10.515356887954205,Semi-Auto,7.749753406274437,Diesel,145.0,32.5,2.9,Mercedes-Benz,1.0986122886681098
 C Class,10.441617010829464,Semi-Auto,7.644440761556566,Petrol,145.0,44.1,2.0,Mercedes-Benz,1.0986122886681098
 GLC Class,10.348301570708204,Automatic,9.231024963169016,Diesel,145.0,56.5,2.1,Mercedes-Benz,1.0986122886681098
